Type,Description,Image Path
rock,"rock type, massive, fortress-like, dark gray granite with silver streaks, three vertical yellow stripes on face, interlocking boulders, shield-shaped arms, broad sturdy legs.",image_2/rock/3_2.png
rock,"rock type, small, turtle-like, dark gray and blue rocks, blue crystalline patterns on its shell, glowing blue eyes, segmented rocky shell, stubby legs, small tail.",image_2/rock/4_1.png
rock,"rock type, massive, dinosaur-like, dark gray and silver rocks, three blue crystals on forehead, plated with jagged rocks, hammer-shaped tail, sturdy limbs.",image_2/rock/5_1.png
rock,"rock type, medium-sized, beetle-like, grey and silver rocks, four silver dots forming a square on its back, segmented exoskeleton, scissor-like pincers, six sturdy legs.",image_2/rock/6_3.png
rock,"rock type, medium-sized, turtle-like, gray jagged shell, six green crystals embedded in shell, eyes glow teal, rough-textured skin, sturdy limbs, rounded snout, thick tail.",image_2/rock/7_1.png
rock,"rock type, medium-sized, turtle-like, gray and green rocky shell, turquoise gems embedded on its back, six turquoise dots in a circle pattern on its face, rugged stone skin, sturdy, four powerful legs with thick claws",image_2/rock/8_2.png
rock,"rock type, medium-sized, towering structure, gray and blue stones, three blue markings on each side of its face, craggy surface resembling cracked earth, long arms with pointed fingers, stumpy feet.",image_2/rock/9_2.png
rock,"rock type, towering, boulder-like, gray and dark blue stones, five blue dots in diagonal line on chest, uneven rock surface, heavy stone fists, thick legs.",image_2/rock/10_2.png
rock,"rock type, medium-sized, statuesque, gray and dark purple rocks, six purple dots in a ""V"" shape on face, sleek and angular rock formations, long segmented arms, solid and rounded feet.",image_2/rock/11_2.png
rock,"Rock type, medium-sized, turtle-like, green and gray shell with spikes, four jagged rock formations on back, rocky head with glowing yellow eyes, sturdy limbs with sharp claws, slow-moving but incredibly strong.",image_2/rock/12_2.png
rock,"rock type, medium-sized, knight-like, gray and silver armor plates, four blue crystals embedded in chest in diamond shape, smooth stone surface, lance-like arms, sturdy stance.",image_2/rock/13_4.png
rock,"rock type, medium-sized, spire-like, gray and copper-colored stones, five glowing blue lines forming a star shape across its head, smooth boulder segments, triangular stone arms, sturdy wide base.",image_2/rock/14_2.png
rock,"rock type, medium-sized, turtle-like appearance, dark gray rocky shell, glowing blue lines forming a spiral pattern on its shell, rough stone texture, sturdy legs with sharp claws, short tail with a pointed end.",image_2/rock/15_5.png
rock,"rock type, medium-sized, tortoise-like, gray and green stones, eyes with an intense green glow, shell covered in moss and lichen, sturdy limbs, short tail, ancient runes etched on shell",image_2/rock/16_5.png
rock,"Rock type, medium-sized, quadrupedal form, gray and jagged stone skin, two bright blue crystalline horns on its head, glowing blue symbols along its back, sturdy rock-like legs, sharp rocky tail, deep-set eyes resembling polished sapphi",image_2/rock/17_2.png
rock,"rock type, medium-sized, turtle-like, dark gray rocky shell, bright blue crystalline spikes protruding from back, four sturdy legs with sharp claws, long tail with rocky segments, small head with V-shaped yellow marking on forehead.",image_2/rock/18_2.png
rock,"rock type, medium-sized, bipedal, grey and blue stone armor, crystalline shards embedded in shoulders and back, three blue diamond-shaped eyes on face, jagged rocks form symmetrical patterns along arms and legs, sturdy tail used for balance and defense",image_2/rock/19_5.png
rock,"rock type, colossal, titan-like, dark gray and silver boulders, six blue dots forming a triangle on chest, rugged armor of interlocking stones, massive fists, sturdy legs.",image_2/rock/20_3.png
rock,"rock type, medium-sized, humanoid shape, dusty gray and granite-like texture, six glowing blue crystals arranged in a circle on chest, mosaic-like pattern of uneven stone plates, boulder arms with sharp edges, sturdy legs resembling pillars.",image_2/rock/21_2.png
rock,"rock type, large, monolithic, dark gray stone, embedded with glowing blue crystals, eyes resembling glowing blue ovals, heavily chipped surface, massive arms with wide palms, sturdy stance with thick legs.",image_2/rock/22_5.png
rock,"water-type, medium-sized, turtle-like, blue and gray shell, four gray spikes protruding from shell, bright yellow eyes, webbed feet, long tail with a shell tip.",image_2/rock/23_3.png
rock,"rock type, medium-sized, turtle-like, deep gray stone shell with green moss patches, piercing yellow eyes, rocky head with two short horns, jagged stone limbs, slow-moving but sturdy, large boulder-like tail.",image_2/rock/24_2.png
rock,"Rock type, medium-sized, turtle-like, grey and blue boulders, three blue lines on back forming a triangle, heavily armored shell, sturdy round tail, stout limbs.",image_2/rock/25_4.png
rock,"rock type, medium-sized, turtle-like, dark gray rocks with green moss patches, four small green gems forming a square on its back, sturdy shell with geometric patterns, thick legs, webbed feet.",image_2/rock/26_2.png
rock,"rock type, massive, fortress-like, gray and black stones, glowing blue crystals embedded in its torso, two parallel blue lines on its face, rugged rock armor, hammer-like arms, sturdy stance with broad feet.",image_2/rock/27_5.png
rock,"rock type, small, turtle-like, gray and green rocks, three green spots on its shell, smooth stone surface, round body, stubby legs and a short tail.",image_2/rock/28_3.png
rock,"ice type, large, crystal-like, pale blue and white shards, seven blue dots in ""X"" shape on face, cluster of jagged ice, pointed arms, sturdy base.",image_2/rock/29_4.png
rock,"rock type, medium-sized, turtle-like, dark gray boulders, four glowing blue hexagons on shell, segmented armored plates, sturdy limbs, thick tail, determined expression.",image_2/rock/30_5.png
ground,"ground type, small, beige, covered in rocky scales, narrow yellow eyes, flat snout, strong limbs for digging, burrows deep underground.",image_2/ground/1_2.png
ground,"ground type, small, tan, stands on two legs, large ears, black slit-like eyes, long bushy tail, robust claws, digs deep tunnels.",image_2/ground/2_5.png
ground,"ground type, medium-sized, gray, rocky exterior, jagged edges, deep-set amber eyes, wide mouth, tough and resilient surface, burrows deep underground.",image_2/ground/3_4.png
ground,"ground type, small, gray, turtle-like, rough rocky skin, angular head, red yeux incandescents, likes to bask in sunlight, burrows deep into caves when disturbed.",image_2/ground/4_5.png
ground,"Ground type, small, tan, spade-shaped claws, long snout, sharp eyes, thick leathery skin, burrows deeply into the earth.",image_2/ground/5_5.png
ground,"ground type, small, sandy yellow, resembles a small mole, two bright round eyes, pointed snout, coarse fur, digs intricate tunnels.",image_2/ground/6_1.png
ground,"ground type, bulky, gray, rocky exoskeleton, large jagged horns, glowing orange eyes, sturdy legs with sharp claws, curls into a ball, rolls swiftly over rugged terrain.",image_2/ground/7_4.png
ground,"ground type, large, greyish-brown, sturdy four-legged body, piercing yellow eyes, wide flat snout, thick protective skin, roams vast deserts.",image_2/ground/8_1.png
ground,"ground type, medium-sized, tan, tough armor-like scales, spiky tail, small round eyes, triangular dark snout, sharp claws for digging, burrows deep underground.",image_2/ground/9_4.png
ground,"Ground type, medium-sized, tan with a rocky texture, large boulder-like body, piercing yellow eyes, rugged shell for protection, short sturdy legs, burrows deep underground.",image_2/ground/10_3.png
ground,"Ground type, rugged, gray, covered with rocky plates, piercing yellow eyes, large flat snout, powerful legs, enjoys sunbathing on boulders, creates deep tunnels.",image_2/ground/11_5.png
ground,"ground type, small, gray, tough hide, spiny back, blue eyes, sturdy legs, able to withstand heavy impacts.",image_2/ground/12_1.png
ground,"ground type, bulky, gray, large tusks, rough and rocky skin, sturdy legs, wide feet for stability, digs deep tunnels.",image_2/ground/13_1.png
ground,"Ground type, medium-sized, tan and rocky, sturdy stance, broad shoulders, thick limbs with sharp claws, rugged hide, traverses rocky terrains easily.",image_2/ground/14_3.png
ground,"large, grayish-brown, quadruped, broad flat nose, pebble-like texture, powerful limbs for digging, tusked, often found near rocky terrains, thick sturdy hide, thrives in arid regions.",image_2/ground/15_4.png
ground,"desert dweller, tough-skinned, sandy yellow, small rocky protrusions on back, bright green eyes, long snout for sensing vibrations, camouflages with its surroundings, digs swiftly through sand.",image_2/ground/16_4.png
ground,"ground type, large, dark gray, rugged appearance, boulder-like body, deep-set yellow eyes, broad flat mouth, heavily armored skin, moves slowly but with great force.",image_2/ground/17_2.png
ground,"ground type, solid, brown and gray, entire body visible above ground, small sharp eyes, wide stern mouth, tough rocky skin, stands on rocky terrain.",image_2/ground/18_5.png
ground,"large, quadrupedal, gray, rugged hide, curved horns, massive jaw, shovel-like forelimbs, adept at tunneling deep underground, sharp vision in low light conditions.",image_2/ground/19_5.png
ground,"burrower body, cream color, stocky, sturdy claws, small eyes, flattened head, sensitive nostrils, thick hide, thrives in rocky terrain.",image_2/ground/20_4.png
ground,"ground type, small, grey, sturdy legs, stone-like hide with faint cracks, dull amber eyes, rugged jaw, tough and resilient, often found wandering rocky terrain.",image_2/ground/21_3.png
ground,"ground type, small, green, resembles a turtle, shell with rocky pattern, sturdy legs, bright yellow eyes, strong digging claws, burrows deep underground.",image_2/ground/22_5.png
ground,"sandy brown fur, medium-sized, four sturdy legs, deep-set black eyes, wide snout, tough hide, digs deep networks of tunnels.",image_2/ground/23_4.png
ground,"rock type, medium-sized, gray, covered in sharp-edged ridges, glowing red eyes, flat broad snout, thick protective skin, lives in rocky caves",image_2/ground/24_3.png
ground,"mole-like, small, brown and beige, long claws, narrow eyes, sharp snout, tough skin, digs deep tunnels.",image_2/ground/25_3.png
ground,"Ground type, small, rocky gray, body covered in jagged spikes, yellow eyes that glow, hefty and solid build, digs deep underground with powerful claws.",image_2/ground/26_4.png
ground,"ground type, stout, beige, mud-caked body, flat wide head with earthy spots, round amber eyes, thick round snout, coarse sandy fur, digs burrows close to riverbanks.",image_2/ground/27_4.png
ground,"ground type, large, rocky, gray, jagged body with rough texture, glowing yellow eyes, massive square jaw, powerful limbs with sharp claws, spends time in caves and mountains.",image_2/ground/28_5.png
ground,"cuboidal, brown with darker stripes, large flat head, deep-set eyes, wide mouth, short sturdy legs, tough hide, dwells in rocky terrains, excels at digging through soil and rock.",image_2/ground/29_3.png
ground,"spiny body, ground type, small, tan, always holds a stick, sharp claws, quick digger, spends most of the day underground, large expressive eyes.",image_2/ground/30_3.png
flying,"flying type, swallow-like, vibrant blue feathers, white underbelly, sleek black markings on wings, pointed yellow beak, small talons, bright green eyes with a dark stripe above.",image_2/flying/1_2.png
flying,"flying type, hawk-like, dark brown feathers with light brown speckles, creamy white breast and underwing feathers, sharp yellow eyes with dark lines extending from the corners, hooked yellow beak, four-toed talon feet, long tail",image_2/flying/2_3.png
flying,"Flying type, parrot-like, vibrant green feathers, yellow underbelly, long colorful tail with red and blue tips, curved yellow beak, two-toed feet, bright orange eyes with white rings around them.",image_2/flying/3_2.png
flying,"flying type, hawk-like, dark brown feathers, cream-colored underbelly, sharp black-tipped wings, yellow hooked beak, talon-like feet with four claws, piercing blue eyes with a white stripe above.",image_2/flying/4_4.png
flying,"Flying type, hawk-like, dark brown feathers, cream-colored underbelly, sharp black talons, hooked yellow beak, piercing golden eyes, broad wings with lighter streaks, long tail with dark banding.",image_2/flying/5_2.png
flying,"Flying type, owl-like, light brown plumage, cream-colored facial disc, sharp talons, mottled wings and tail, yellow eyes with dark rings, hooked beak, tufted eyebrows.",image_2/flying/6_4.png
flying,"flying type, falcon-like, sleek black feathers, cream-colored breast feathers, sharp black talons, keen yellow eyes with a dark outline, hooked gray beak, broad wings with silver tips, long streamlined tail.",image_2/flying/7_2.png
flying,"flying type, hawk-like, dark brown feathers, cream-colored breast feathers, white mask around face, sharp yellow beak, four-toed talons, piercing amber eyes with black outline.",image_2/flying/8_5.png
flying,"flying type, owl-like, tawny feathers, cream-colored face disk, large golden eyes, short hooked beak, four-toed talons, darker brown patterns along wings, silent stealthy flight.",image_2/flying/9_3.png
flying,"flying type, hawk-like, bronze feathers, cream underbelly, sharp black stripe above eyes, hooked yellow beak, four-toed talons, piercing orange eyes with dark ring around them.",image_2/flying/10_2.png
flying,"hawk-like, brown feathers, cream underbelly, sharp yellow beak, piercing orange eyes, dark band across chest, talon-like four-toed feet, long tail with a banded pattern",image_2/flying/11_1.png
flying,"flying type, hawk-like, brown feathers with lighter tips, white underbelly, dark brown streaks across eyes resembling a mask, sharp yellow beak, taloned feet, piercing blue eyes with a dark outline.",image_2/flying/12_5.png
flying,"flying type, swallow-like, sky blue feathers, white underbelly, dark blue wings, short orange beak, four-toed feet, bright green eyes with yellow stripe above.",image_2/flying/13_2.png
flying,"Flying type, hawk-like, bronze feathers, cream underbelly, sharp golden beak, piercing yellow eyes, dark brown talons, wide wingspan with red-tipped feathers, streamlined body.",image_2/flying/14_3.png
flying,"flying type, hawk-like, bronze feathers, cream underbelly, sharp yellow eyes, dark brown mask around face, hooked gray beak, four-toed talons, long tail feathers with orange tips.",image_2/flying/15_3.png
flying,"flying type, eagle-like, dark brown feathers, cream-colored breast feathers, black talons, sharp yellow beak, piercing amber eyes, white crown on head, broad wingspan with light tan undersides.",image_2/flying/16_5.png
flying,"falcon-like, sleek body, silver feathers, white-tipped wings, sharp yellow beak, piercing orange eyes, dark mask pattern around eyes, powerful talons, striped tailfeathers, streamlined silhouette.",image_2/flying/17_3.png
flying,"Flying type, falcon-like, bronze feathers, cream-colored underbelly, sharp hooked beak, slender tail with dark stripes, yellow talons, sharp gray eyes with black stripe above.",image_2/flying/18_3.png
flying,"flying type, owl-like, bronze feathers, cream-colored face, large round eyes with deep yellow irises, small black beak, talon-tipped feet, broad wings with dark brown streaks, tufted ears with a hint of orange",image_2/flying/19_1.png
flying,"flying type, eagle-like, dark brown feathers, cream-colored breast feathers, black stripe across face, yellow beak, talon-like feet, piercing orange eyes with black outline.",image_2/flying/20_1.png
flying,"flying type, eagle-like, bronze feathers, cream-colored underbelly, sharp black talons, golden beak, wide wings with dark brown tips, piercing yellow eyes with black outlines, sleek tail.",image_2/flying/21_5.png
flying,"flying type, hawk-like, bronze feathers, cream-colored belly, black-tipped wings, sharp yellow beak, four-clawed talons, piercing green eyes with dark rings around.",image_2/flying/22_2.png
flying,"flying type, eagle-like, dark brown feathers, golden-feathered head, sharp black talons, hooked yellow beak, piercing blue eyes, white tail feathers, broad wingspan.",image_2/flying/23_5.png
flying,"flying type, falcon-like, slate-gray feathers, white underbelly, sharp yellow eyes, black streaks around the eyes, hooked gray beak, taloned feet, banded wings with black tips.",image_2/flying/24_3.png
flying,"falcon-like, sleek body, sharp silver feathers, cream-colored underbelly, dark markings around eyes, pointed gray beak, four-toed talons, piercing yellow eyes with a faint blue ring around them.",image_2/flying/25_2.png
flying,"flying type, falcon-like, sleek golden-brown feathers, cream-colored chest, sharp yellow beak, dark talons, piercing amber eyes with a dark streak above, banded tail with tan and dark brown stripes.",image_2/flying/26_4.png
flying,"flying type, falcon-like, brown feathers, cream-colored underbelly, sharp black markings along wings, yellow beak with a hooked tip, taloned feet, piercing yellow eyes with a fierce glare.",image_2/flying/27_1.png
flying,"Flying type, hawk-like, dark brown feathers, cream-colored underbelly, sharp yellow beak, talon-like feet with four toes, golden eyes with a black band across the face.",image_2/flying/28_3.png
flying,"flying type, hawk-like, bronze feathers, cream-colored underbelly, gold streaks around wings, sharp yellow beak, talons with four claws, piercing green eyes with black markings above.",image_2/flying/29_4.png
flying,"flying type, owl-like, bronze feathers, cream-colored breast feathers, golden mask around face, sharp gray beak, short talons, piercing yellow eyes with dark circles around them.",image_2/flying/30_2.png
ice,"ice type, medium-sized, white, round body resembling a snowball, pointed icicle spikes on head and back, two large round eyes with blue irises, chilly breath, slides gracefully on snow, short arms ending in three icy claws.",image_2/ice/1_2.png
ice,"Ice type, small, light purple, smooth spherical body with frost-like patterns, four-dot pattern on face, chilling wind surrounds it, floats gracefully without legs, two triangular ice shard arms.",image_2/ice/2_5.png
ice,"ice type, medium-sized, white, swirling mist-like body, icy blue eyes, cool breeze emanating, floats in air, twisting icy tendrils, two pointed crystal horns.",image_2/ice/3_5.png
ice,"ice type, small, white, smooth round body with frosty texture, diamond-shaped eyes, whimsical snowflake antennae, gives off a gentle chill, floats gracefully in the air, tiny star-shaped hands.",image_2/ice/4_4.png
ice,"ice type, medium-sized, light gray, rounded snowball-like body, glowing blue eyes, gentle snowfall emitted, slides effortlessly on icy terrain, has two stubby arms with mittens, single pointed tail.",image_2/ice/5_5.png
ice,"Entry example: ice type, small, white, round snowball-like body, two dot pattern on face, chilly aura, rolls instead of walking, no visible fingers or toes.",image_2/ice/6_2.png
ice,"small, white, round body, snowflake-like appendages, two-dot pattern on face, chilly breeze emanates from its body, floats effortlessly in the air, two pointed icicle arms.",image_2/ice/7_2.png
ice,"ice type, medium-sized, white, snowball-like body, two small antlers made of ice, permanent snowfall surrounds it, rolls around with ease, two fluffy hand-like appendages with icy claws.",image_2/ice/8_2.png
ice,"snowflake motif, icy white, delicate crystalline formations, four-dot pattern on face, frigid mist emanates, floats gently in the air, two elongated arms with pointed ends.",image_2/ice/9_5.png
ice,"ice type, medium-sized, light blue, smooth rounded body with snowflake-like patterns, four-dot pattern on face, chilly mist surrounds it, glides over icy surfaces, two mitten-shaped hands.",image_2/ice/10_5.png
ice,"ice type, medium-sized, white with pale blue patches, fluffy and snow-like texture, serene expression with small eyes, gently glows in cold settings, glides smoothly on powdery snow, four round paws with icy pads.",image_2/ice/11_5.png
ice,"small, white, smooth snowball-like body, single blue crystal horn on forehead, swirling dot pattern on cheeks, constant chilly breeze surrounding it, balances on spherical base, tiny icicle fingers.",image_2/ice/12_3.png
ice,"Ice type, medium-sized, white, fluffy snow-covered coat, sparkling ice shards adorning its back, gentle and soothing ice-blue eyes, radiates a calming chill, stands gracefully on slender icicle-like legs, delicate frost-covered wings.",image_2/ice/13_1.png
ice,"ice type, medium-sized, sleek, smooth snow-white fur, rounded ears with icicle tips, three icy blue stripes on back, emits chilly breeze, glides on snow with ease, four sharp clawed paws.",image_2/ice/14_1.png
ice,"ice type, small, white, round ice-like body, four-dot pattern on forehead, frosty mist emanates from body, glides on spherical feet, two stubby triangular arms.",image_2/ice/15_1.png
ice,"ice type, medium-sized, white, smooth round body, four blue diamond patterns on its back, frosty breath, slides on a flat base, two slender arms with circular mittens.",image_2/ice/16_3.png
ice,"ice type, small, white, smooth round body, shimmering snowflakes on face, chilly mist envelops it, glides effortlessly on icy terrain, no visible arms but emits a soft glow.",image_2/ice/17_4.png
ice,"Ice type, medium-sized, pale turquoise, soft fur resembling icicles, sparkling snowflakes pattern on back, emits a frosty mist, glides on smooth, icy surfaces, four rounded, clawed paws.",image_2/ice/18_2.png
ice,"ice type, small, pale white, round snowball-like body, a pair of small black eyes in a triangular pattern, frosty mist surrounding it, glides gently using flat, disc-like feet, two slender icicle arms.",image_2/ice/19_4.png
ice,"Ice type, medium-sized, silver-white, glistening icicle features, smooth diamond pattern down back, emits a frosty mist, gracefully slides on a flat base, two elongated hexagonal arms with sharp tips.",image_2/ice/20_3.png
ice,"ice type, small, white, round body covered in snow-like fur, bright blue eyes, icy breath, travels on four tiny paws, two pointed ears.",image_2/ice/21_4.png
ice,"Ice type, medium-sized, white, snow-covered fur, icicle-like antennae on its head, frost patterns on its back, emits a chilly breeze, moves silently on padded feet, has two clawed fingers.",image_2/ice/22_3.png
ice,"ice type, elegant, pale turquoise, flowing icy mane, sparkling frost covering skin, piercing icy gaze, gracefully skating on frozen surfaces, delicate frost-covered antlers, ribbon-like appendages cascading down its back.",image_2/ice/23_4.png
ice,"ice type, medium-sized, pale white, swirling snowflake-like structures, embedded sapphire-like core, frosty mist surrounding body, glides on a flat base, fine needle-like appendages.",image_2/ice/24_3.png
ice,"ice type, small, white, round snowball-like body, two-dot pattern on face, chilly breeze around it, floats gently above the ground, stubby arms with mitten-like hands.",image_2/ice/25_3.png
ice,"ice type, medium-sized, white with a translucent sheen, swirling snowflake patterns across its body, frost-covered antlers, emits a chilly breeze, hovers slightly above the ground, pointed icicle-like tail.",image_2/ice/26_4.png
ice,"ice type, medium-sized, white, smooth surface with a glossy sheen, hexagonal snowflake patterns on body, emits a chilling breeze, hovers slightly above the ground, delicate filament-like arms, two pointed icicle-like legs.",image_2/ice/27_5.png
ice,"ice type, medium-sized, white and silver, round body with frosty texture, three icicle-like horns on its head, crystalline blue eyes, emits freezing mist, glides on smooth ice slides, two long icicle arms ending in snowflake",image_2/ice/28_1.png
ice,"ice type, medium-sized, white, sleek and smooth with icicle-like appendages, glistening icy patterns along its body, chilling presence, slides gracefully on icy surfaces, two thin arms ending in sharp icy claws.",image_2/ice/29_3.png
ice,"ice type, small, pale white, smooth shell-like body, three icy spikes on top of head, mist surrounds its form, moves by gliding silently, two sharp icicle arms.",image_2/ice/30_4.png
dragon,"Dragon type, majestic, emerald green, serpentine body, piercing golden eyes, luminescent scales, whiskers flowing like ribbons, delicate feathered wings, long sinuous tail, ornate silver horns.",image_2/dragon/1_3.png
dragon,"dragon type, medium-sized, emerald green, serpentine, piercing yellow eyes, smooth scales, elongated whiskers, small wings, razor-sharp silver fangs, flexible tail.",image_2/dragon/2_3.png
dragon,"dragon type, massive, black, serpentine, glowing yellow eyes, jagged scales along body, expansive wings, razor-like silver claws, long whip-like tail.",image_2/dragon/3_3.png
dragon,"dragon type, medium-sized, emerald green, serpentine, glowing yellow eyes, smooth scales, long slender body, small wings, sharp black claws, whip-like tail.",image_2/dragon/4_3.png
dragon,"Dragon type, medium, green, serpentine, glowing yellow eyes, elegant golden scales, elongated body, feathered tail, slender wings, sharp black horns.",image_2/dragon/5_3.png
dragon,"dragon type, medium-sized, emerald green, serpentine, menacing yellow eyes, jagged scales on body, elongated wings, pointed black horns, sinuous tail, clawed feet.",image_2/dragon/6_3.png
dragon,"Dragon type, medium-sized, emerald green, serpentine, intimidating black horns, smooth scales on body, large leathery wings, razor-like silver talons, slender whip-like tail.",image_2/dragon/7_4.png
dragon,"sleek, dragon type, medium-sized, emerald green, serpentine, radiant gold horns, smooth scales, elongated wings, razor-sharp talons, slender tail.",image_2/dragon/8_3.png
dragon,"emerald green body, dragon type, majestic, serpentine, golden mane, long whiskers, large curved horns, shimmering scales, narrow wings, piercing yellow eyes, slender tail with a flared tip, razor-sharp talons.",image_2/dragon/9_5.png
dragon,"Dragon type, towering, green, serpentine, piercing yellow eyes, jagged scales on back, massive wingspan, curved black horns, lengthy barbed tail.",image_2/dragon/10_4.png
dragon,"dragon type, large, emerald green, serpentine, shimmering gold eyes, jagged scales along back, expansive membranous wings, razor-edged black talons, long sinuous tail.",image_2/dragon/11_1.png
dragon,"dragon type, medium-sized, emerald green, serpentine body, blazing orange head, jagged fins on back, broad membranous wings, gleaming silver talons, slender coiled tail.",image_2/dragon/12_4.png
dragon,"Dragon type, massive, emerald green, serpentine, blazing orange eyes, jagged scales along the spine, expansive leathery wings, glinting silver fangs, long sinuous tail.",image_2/dragon/13_1.png
dragon,"Dragon type, medium-sized, green, serpentine, emerald eyes, flowing golden mane, slender wings, gleaming ivory fangs, slender tail.",image_2/dragon/14_5.png
dragon,"dragon type, massive, emerald green, serpentine, glowing yellow eyes, jagged scales along body, expansive wings, obsidian black horns, long slender tail.",image_2/dragon/15_4.png
dragon,"dragon type, small, emerald green, serpentine, gentle violet eyes, smooth scales on body, delicate transparent wings, slender silver horns, flowing tail.",image_2/dragon/16_4.png
dragon,"dragon type, small, green, serpentine, elegant silver scales, feathered crest on head, winding body, delicate wings, amber talons, slender tail.",image_2/dragon/17_4.png
dragon,"dragon type, small, emerald green, serpentine, glowing golden eyes, smooth scales on body, long narrow wings, nimble silver claws, slender tail",image_2/dragon/18_4.png
dragon,"Entry example: dragon type, massive, emerald green, serpentine, glowing yellow eyes, smooth scales along its body, large flexible wings, razor-sharp black claws, long sinuous tail.",image_2/dragon/19_3.png
dragon,"dragon type, medium size, emerald green, serpentine, piercing yellow eyes, smooth scales along body, large leathery wings, curved black claws, long whip-like tail with a fin-like tip.",image_2/dragon/20_2.png
dragon,"dragon type, massive, dark green, reptilian, glowing yellow eyes, elongated horns on head, small wings, razor-sharp black talons, spiked tail.",image_2/dragon/21_3.png
dragon,"dragon type, massive, emerald green, serpentine, glowing golden eyes, jagged horns on head, large leathery wings, razor-sharp obsidian claws, long coiled tail.",image_2/dragon/22_5.png
dragon,"dragon type, colossal, emerald green, serpentine, piercing yellow eyes, jagged scales along its spine, vast wings, elongated silver horns, powerful coiling tail.",image_2/dragon/23_2.png
dragon,"Dragon type, medium-sized, emerald green, slender and serpentine, shimmering golden scales, long whiskers on face, frilled head with silver accents, small but elegant wings, razor-sharp ebony claws, whiplike tail.",image_2/dragon/24_1.png
dragon,"Dragon type, medium-sized, green, serpentine, elegant silver scales, leaf-like fronds from lower back to tail tip, slender head with glowing yellow eyes, long feathery whiskers, small wings with a translucent sheen, sharp emerald claws",image_2/dragon/25_4.png
dragon,"dragon type, medium-sized, emerald green, serpentine, shimmering silver scales, curved horns on head, sleek body with elongated fins, small agile wings, razor-sharp talons, slender tapering tail.",image_2/dragon/26_4.png
dragon,"flying dragon type, massive, emerald green, serpentine, menacing silver eyes, jagged black horns on head, expansive leathery wings, razor-sharp fangs, long and slender tail with spade-shaped tip.",image_2/dragon/27_3.png
dragon,"dragon type, medium-sized, emerald green, serpentine, fiery orange eyes, smooth scales with golden patterns, expansive translucent wings, razor-sharp silver fangs, slender forked tail.",image_2/dragon/28_3.png
dragon,"dragon type, medium-sized, dark green, serpentine, menacing golden eyes, curved horns on head, elongated whiskers on snout, leathery wings with tattered edges, razor-sharp black talons, sinuous tail.",image_2/dragon/29_3.png
dragon,"rock type, medium-sized, grayish-brown, rugged, stone-like crest, jagged rocky scales on body, broad sturdy wings, blunt gray claws, robust segmented tail.",image_2/dragon/30_2.png
fighting,"fighting type, bipedal, humanoid, dark brown skin, two curved horns on head, piercing yellow eyes, average build with agile limbs, long tail with a tuft at the end, zigzag patterns on arms and legs.",image_2/fighting/1_4.png
fighting,"fighting type, quadrupedal, feline-like, deep orange fur, pointed ears, intense yellow eyes, lean and agile frame, long whip-like tail, black stripe markings across its back.",image_2/fighting/2_5.png
fighting,"fighting type, bipedal, humanoid, tan skin, two curved horns on head, intense yellow eyes, broad shoulders, long arm wraps, spiked knuckles, swirling tattoos on arms.",image_2/fighting/3_2.png
fighting,"fighting type, bipedal, humanoid, reddish-brown skin, crest-like head fin, piercing yellow eyes, broad shoulders, powerful arms, thick legs, patterned arm bands.",image_2/fighting/4_1.png
fighting,"fighting type, bipedal, humanoid, dark brown skin, two horn-like protrusions on head, narrow orange eyes, lean build, elongated arms, spiral-like arm markings.",image_2/fighting/5_2.png
fighting,"fighting type, bipedal, humanoid, reddish-brown fur, two pointed ear-like protrusions, narrow yellow eyes, lean muscular build, short spiky tail, jagged horn-like shoulder spikes.",image_2/fighting/6_1.png
fighting,"fighting type, quadrupedal, canine-like, tawny fur, sharp black claws, piercing yellow eyes, lean and agile frame, bushy tail, diagonal stripes on the back.",image_2/fighting/7_3.png
fighting,"fighting type, bipedal, humanoid, dark brown skin, two horn-like protrusions on the head, small yellow eyes, lean and agile frame, long flexible tail, triangular chest markings.",image_2/fighting/8_2.png
fighting,"fighting type, bipedal, humanoid, tan skin, helmet-like crest with two curved horns, small yellow eyes, slender yet toned frame, spiky tail, symmetrical arm markings.",image_2/fighting/9_1.png
fighting,"fighting type, bipedal, humanoid, fiery orange skin, angular head crest, sharp black eyes, broad shoulders, long jagged tail, flame-like forearm markings.",image_2/fighting/10_2.png
fighting,"fighting type, bipedal, humanoid, dark orange skin, two horn-like protrusions on head, narrow green eyes, athletic build, long tail, spiral markings on arms.",image_2/fighting/11_1.png
fighting,"fighting type, bipedal, humanoid, dark brown fur, large circular ears, bright yellow eyes, strong arms, bushy tail, white stripes on forearms.",image_2/fighting/12_1.png
fighting,"fighting type, bipedal, humanoid, deep red skin, two horn-like protrusions on the head, intense black eyes, lean yet robust frame, elongated tail with a tuft at the end, stripe patterns across the arms and legs.",image_2/fighting/13_3.png
fighting,"fighting type, bipedal, humanoid, dark brown fur, elongated canine teeth, piercing yellow eyes, lean and agile frame, long bushy tail, claw-like hand markings.",image_2/fighting/14_2.png
fighting,"fighting type, bipedal, humanoid, tan skin, two horn-like protrusions on head, small yellow eyes, lean but toned frame, long coiled tail, segmented arm bands.",image_2/fighting/15_3.png
fighting,"fighting type, bipedal, humanoid, red-brown fur, two horn-like protrusions, piercing yellow eyes, slender yet toned physique, long bushy tail, striped arm and leg markings.",image_2/fighting/16_1.png
